,Actual_Points,sdPts
122,6.5,0.6
128,6.2,1.0
131,9.2,1.0
135,11.5,0.8
144,2.2,1.2
146,7.6,1.1
157,16.0,0.6
173,20.2,0.6
179,16.6,0.7
180,11.1,0.8
183,1.6,0.5
192,0.5,0.8
261,8.4,0.9
264,29.1,0.6
269,9.4,0.4
275,5.1,1.0
292,4.9,1.0
294,6.4,0.7
313,8.8,1.3
318,11.8,1.6
324,1.3,1.0
334,4.1,1.0
348,11.4,1.2
360,15.2,1.0
364,0.0,0.9
369,6.2,0.3
370,0.5,0.9
382,19.6,0.7
398,2.5,1.4
401,4.2,0.8
410,3.5,1.2
417,1.2,0.3
420,2.2,0.4
424,16.0,1.1
451,1.5,1.0
454,0.0,1.0
466,2.1,0.7
470,12.8,1.6
472,1.8,1.9
476,2.5,1.2
482,3.7,0.9
485,2.7,0.7
496,0.0,1.0
500,0.0,0.7
504,4.6,0.7
509,2.9,1.3
520,0.0,0.6
528,4.2,0.7
529,7.6,1.3
532,4.3,1.1
536,2.6,0.6
546,14.2,0.5
573,0.0,1.0
578,3.9,0.6
579,0.0,0.7
581,1.5,0.3
588,0.0,0.4
590,0.0,0.9
596,7.2,0.4
604,3.3,0.6
623,0.0,1.1
631,0.7,1.0
637,2.5,0.7
645,0.0,1.3
657,9.3,1.2
659,0.0,0.4
692,4.3,1.0
701,0.0,0.8
714,0.0,0.7
720,5.7,0.2
752,0.0,0.6
771,0.0,0.6
793,0.0,0.5
794,0.0,0.5
834,0.0,0.2
850,0.0,0.3
854,1.4,0.5
858,0.0,0.2
874,1.2,0.3
877,0.0,0.1
879,0.0,0.3
898,0.0,0.4
917,0.0,0.2
921,4.5,0.3
929,0.0,0.3
979,0.0,0.1
20,15.2,1.7
22,15.1,1.5
33,13.1,1.7
35,13.0,1.4
36,12.7,2.3
47,11.9,1.4
52,11.5,1.8
59,11.2,2.3
62,10.9,2.1
63,10.8,1.4
66,10.4,2.2
70,10.1,2.0
71,10.1,1.9
72,9.9,1.8
73,9.9,1.6
75,9.9,1.5
76,9.8,1.7
77,9.8,2.0
80,9.7,2.4
81,9.5,1.9
86,9.3,1.9
88,9.2,2.0
106,8.6,2.1
109,8.5,2.6
110,8.5,2.0
112,8.4,2.3
118,8.2,2.9
120,8.2,2.4
123,8.1,1.2
124,8.0,0.5
135,7.7,2.6
142,7.5,0.9
153,7.4,1.6
164,7.1,0.3
203,6.4,1.1
246,5.9,0.9
254,5.8,1.3
267,5.6,0.2
273,5.6,1.1
276,5.5,2.4
284,5.5,0.5
291,5.4,0.7
304,5.3,1.1
311,5.2,0.6
322,5.1,0.6
327,5.1,1.2
329,5.1,0.8
330,5.1,1.4
331,5.1,0.8
359,4.8,1.4
365,4.7,1.0
372,4.7,1.6
384,4.5,1.3
404,4.3,0.6
413,4.2,0.7
414,4.2,1.5
432,4.0,1.1
446,3.9,0.7
476,3.6,0.9
478,3.6,1.3
488,3.5,1.2
491,3.5,1.4
504,3.3,1.0
513,3.2,0.7
519,3.2,1.0
534,3.0,1.1
552,2.9,0.7
557,2.8,0.4
561,2.8,0.9
564,2.8,0.6
565,2.8,1.0
569,2.7,1.1
575,2.7,0.9
577,2.6,1.0
602,2.5,1.4
606,2.5,0.5
613,2.4,1.1
626,2.3,0.5
